image,question
test_0624,Does hemorrhage newborn show syndactyly?
test_0471,Is adrenal of premature 30 week gestation gram infant lesion present?
test_0490,Is myocardium present?
test_0624,Is foot present?
test_0707,"Does pancreatic islet, amyloidosis diabetes mellitus, congo red stain?"
test_0743,Is angiogram saphenous vein bypass graft present?
test_0651,Is kidney present?
test_0454,Is vasculature present?
test_0685,Is spleen present?
test_0989,"Is cranial artery spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?"
test_0495,Is vasculature present?
test_0268,Does electron microscopy show dark tan firm areas with base on the pleura?
test_0764,Is hematologic present?
test_0476,Is carcinomatosis present?
test_0745,Does this image show med pas hematoxylin excellent demonstration source?
test_0388,"Is bone, calvarium present?"
test_0639,"Does this image show kidney, adult polycystic kidney?"
test_0304,Do the hyperplastic follicles contain abundant pink colloid within their lumina?
test_0384,Does this image show lateral view of infants head showing mandibular lesion?
test_0597,Is female reproductive present?
test_0759,Is thymus present?
test_0925,Is hepatobiliary present?
test_0625,Are extremities present?
test_0470,Is anomalous origin present?
test_0365,"Does this image show lung, infarct, acute and organized?"
test_0308,Is the irreversible injury seen on the right?
test_0756,Is silver present?
test_0757,Is hematologic present?
test_0968,"Does pus in test tube show acute inflammation, rolling leukocytes polymorphonuclear neutrophils?"
test_0460,Is hemorrhage associated with placental abruption present?
test_0864,Is vasculature present?
test_0988,Is vasculature present?
test_0630,Does this image show gangrene both hands due to embolism case of av canal with downs syndrome?
test_0437,Is hemorrhage in newborn present?
test_0505,"Does edema show intestine, volvulus?"
test_0766,Is nodule present?
test_0949,Does this image show normal liver?
test_0210,Does  congo red staining show congophilia which under polarising microscopy?
test_0577,Is angiogram present?
test_0873,Is cardiovascular present?
test_0463,Is left ventricle hypertrophy present?
test_0197,Does the margin show stricture and a lymph node in section having caseation necrosiss?
test_0282,Is the interstitial vasculature compressed?
test_0685,Is hematologic present?
test_0762,Is multiple myeloma present?
test_0311,Does the injurious stimulus contain areas of fibrosis and cystic change?
test_0756,Is spleen present?
test_0585,Is no tissue recognizable as ovary present?
test_0491,Does this image show amyloidosis?
test_0506,Is cardiovascular present?
test_0699,Does this image show cystic fibrosis?
test_0905,Is joints present?
test_0452,Is focal hemorrhagic infarction well shown present?
test_0476,Does this image show opened abdomen with large lesions typical?
test_0809,Does this image show good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation?
test_0917,Is no cystic aortic lesions present?
test_0023,Are the vascular changes hyaline arteriolosclerosis and intimal thickening of small blood vessels in the glomerular tuft?
test_0363,Is respiratory present?
test_0470,Is female reproductive present?
test_0555,"Does this image show ulcerations, herpes simplex?"
test_0705,Does this image show cystic fibrosis?
test_0678,Is bone marrow present?
test_0539,Is loops present?
test_0579,Is peritoneal fluid present?
test_0870,Is stillborn macerated present?
test_0380,"Is bone , calvarium present?"
test_0973,Is coronary artery present?
test_0836,"Does this image show skin, kaposis 's sarcoma?"
test_0455,Does fibrinous peritonitis show adrenal phaeochromocytoma?
test_0681,Is endocervical polyp present?
test_0242,Does Cut surface show a grey white firm tumour extending irregularly into adjacent breast parenchyma?
test_0356,Is respiratory present?
test_0618,Does mucoepidermoid carcinoma show 22wf juvenile rheumatoid arthritis mild deformity with high arch?
test_0678,Are not too spectacular discs well shown?
test_0463,Is ovary present?
test_0451,"Does this image show adrenal, cushing syndrome?"
test_0108,Is part of the endocervical mucosa lined by normal columnar epithelium while foci of metaplastic squamous epithelium are seen at other places?
test_0847,Do a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short has six digits?
test_0246,Is the lesion penetration of epithelium-lined spaces into the gallbladder wall in an area?
test_0594,Is leiomyoma present?
test_0596,Does this image show necrotic central mass with thin fibrous capsule not all that typical 91yo?
test_0829,Is petechial and purpuric hemorrhages present?
test_0616,Are sets present?
test_0845,Is lymphangiomatosis present?
test_0447,Is adrenal present?
test_0737,"Does normal newborn show leukoplakia, egf receptor?"
test_0989,"Is rocky mountain spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?"
test_0829,Does this image show white skin close-up view quite good?
test_0011,Does the peripheral zone show mild fatty change of liver cells?
test_0677,Is malignant thymoma present?
test_0609,Is breast present?
test_0437,Does this image show fixed tissue hemorrhage hematoma in left adrenal of premature 30 week gestation gram infant lesion had ruptured causing 20 ml hemoperitoneum unusual lesion?
test_0639,"Does molluscum contagiosum show kidney, adult polycystic kidney?"
test_0361,Does anencephaly and bilateral cleft palate show lung?
test_0578,Does this image show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?
test_0961,"Does this image show prostate, benign prostatic hyperplasia?"
test_0836,"Does lesion of myocytolysis show skin, kaposis 's sarcoma?"
test_0099,Are methylation of particular histone residues illustrated?
test_0363,Is glioblastoma multiforme present?
test_0127,"Does iron on absorption from upper small intestine show circumscribed, dark tan, haemorrhagic and necrotic tumour?"
test_0500,Does pituitary show duodenal ulcer?
test_0429,Is respiratory present?
test_0702,Is pancreas present?
test_0627,Is hand present?
test_0752,Does hilar cell tumor show organisms are easily evident?
test_0596,Is natural color present?
test_0647,"Does decubitus ulcer show renal pelvis, squamous metaplasia due to chronic urolithiasis?"
test_0482,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?
test_0385,Is outside adrenal capsule section left was patent hemisection of nose?
test_0738,Is source present?
test_0943,Is hepatobiliary present?
test_0359,Is respiratory present?
test_0388,Is leiomyoma present?
test_0587,Is this myoma present?
test_0754,Is polysplenia present?
test_0977,"Does pus in test tube show heart, old myocardial infarction with fibrosis, he?"
test_0456,"Does this image show adrenal, metastatic gastric carcinoma, diffuse?"
test_0697,Does this image show cystic fibrosis?
test_0658,Does gross photo of tumor in this file show frontal section of lungs and massive tumor teratocarcinoma 20yowm?
test_0811,Is hyperplasia median bar present?
test_0576,Is endocrine present?
test_0683,Is this section present?
test_0475,Does this image show opened abdomen in situ excellent example inflamed gut and yellow-green pus?
test_0558,Does this image show malignant cells mixed mesodermal tumor of uterus?
test_0578,Is parathyroid present?
test_0511,Is quite good liver present?
test_0470,Does this image show excellent photo of pleomorphic spindle cell tumor with storiform pattern?
test_0207,Are areas of chalky necrosis present within the colon wall?
test_0844,Is retroperitoneal leiomyosarcoma of Kidneys present?
test_0674,"Does this image show sickle cell disease, spleen?"
test_0481,Is retroperitoneum present?
test_0914,Is joints present?
test_0521,"Does this image show lymph node, cryptococcosis gms?"
test_0762,Is hematologic present?
test_0483,Does this image show in situ of abdomen excellent fibrinopurulent peritonitis?
test_0650,Does linear fracture in occiput show atn acute tubular necrosis?
test_0459,Is endocrine present?
test_0705,Is pancreas present?
test_0870,Is cardiovascular present?
test_0685,"Is squamous cell carcinoma, lip remote, present?"
test_0698,Does this image show cystic fibrosis?
test_0848,Is Cephalothoracopagus Janiceps present?
test_0080,Does granulomatous host response not occur in the absence of appropriate T-cell-mediated immunity?
test_0975,Is cardiovascular present?
test_0231,Is each fibril further composed of double helix of two pleated sheets in the form of twin filaments separated by a clear space?
test_0022,Is the epithelium above the intact basement membrane delineated from the residual normocellular gland on the upper right in this low-power view?
test_0843,Is another fiber other frame present?
test_0441,Does this image show sectioned gland bilateral lesions excellent example?
test_0230,"Is c, x-ray crystallography and infra-red spectroscopy involved in the pathogenesis of cardiac oedema?"
test_0559,Is carcinomatosis endometrium primary present?
test_0837,Is this sure what it looks like?
test_0288,Does the wall of the artery show a circumferential bright pink area of necrosis with protein deposition and inflammation?
test_0729,Is colon present?
test_0983,Is marfans syndrome present?
test_0866,Is this section showing liver with tumor mass in hilar area tumor present?
test_0508,Is gastrointestinal present?
test_0609,Are intraductal lesions seen?
test_0572,Is this image present?
test_0461,Does this section show section through thyroid and trachea apparently?
test_0759,Is leiomyomas present?
test_0965,Is vasculature present?
test_0613,Does this image show marked deformity both legs?
test_0487,Is conjoined twins present?
test_0743,Is intrauterine contraceptive device present?
test_0445,"Does another fiber other frame show parathyroid, adenoma?"
test_0425,Is respiratory present?
test_0571,Is atheromatous embolus present?
test_0950,Does this image show gms illustrates organisms granulomatous prostatitis aids case?
test_0687,Is twins present?
test_0631,"Does this image show kidney, adult polycystic kidney?"
test_0019,Does congo red staining stain demonstrate cup-shaped and round cysts within the exudate?
test_0427,Is respiratory present?
test_0308,Is acute epididymitis caused by gonococcal infection?
test_0297,Is the deposition acute inflammatory infiltrate at the periphery of the infarct?
test_0829,Does gross show white skin close-up view quite good?
test_0478,Is pus in test tube present?
test_0420,"Does this image show lung, cystic fibrosis?"
test_0269,Does onsumption of tobacco in india protrude?
test_0617,Are extremities present?
test_0653,Is kidney present?
test_0739,Is villous adenoma present?
test_0987,Does this image show vasculitis?
test_0611,Does this image show newborn with renal polycystic disease legs are too short?
test_0468,Is mucoepidermoid carcinoma present?
test_0735,Does silver show organisms not appendix structures in photo?
test_0676,Does atheromatous embolus show external view of lacerations of capsule apparently done during surgical procedure?
test_0500,Is stillborn macerated present?
test_0578,Is endocrine present?
test_0835,Does view of thighs and legs at autopsy ecchymose with central necrosis?
test_0563,Is myocardial infarct present?
test_0611,Is six digits present?
test_0987,"Is rocky mountain spotted fever, immunoperoxidase staining vessels for rickettsia rickettsii?"
test_0760,Does this image show thymus?
test_0761,Is Erythrophagocytosis new born present?
test_0648,Is sarcoidosis present?
test_0061,Are spiral-shaped Helicobacter pylori bacilli highlighted in this Warthin-Starry silver stain?
test_0979,Is vasculature present?
test_0628,Is dysplastic present?
test_0187,Is the intact basement membrane not seen in this section?
test_0626,Is foot present?
test_0984,Is retroperitoneal liposarcoma present?
test_0599,Is polycystic disease present?
test_0284,Is amyloid derived from calcitonin molecules secreted by the neoplastic cells?
test_0222,Are four-chamber dilation and hypertrophy evident?
test_0706,Does this image show pancreatic fat necrosis?
test_0503,Does this image show normal esophagus?
test_0577,Does this image show pigment in area of zona glomerulosa?
test_0687,Is atrophy secondary to pituitectomy present?
test_0601,Is good example of muscle atrophy present?
test_0575,Is anencephaly present?
test_0938,"Does this image show liver and spleen, congestion, hemolytic disease of newborn?"
test_0677,Is adenosis and ischemia present?
test_0632,"Does this image show kidney, adult polycystic kidney?"
test_0377,Does fibroma show large nodular osteoma in right temporal fossa?
test_0695,"Does medial aspect show islet cell adenoma, non-functional?"
test_0436,Is Cysticercosis present?
test_0392,Is incidental finding present?
test_0370,"Does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?"
test_0762,Is lymphangiomatosis present?
test_0753,Does this image show med wrights stain many pleomorphic blast cells readily seen?
test_0621,Is cachexia present?
test_0484,Is vasculature present?
test_0257,Are the cellular alterations in apoptosis illustrated?
test_0924,"Does this image show liver, cirrhosis and enlarged gall bladder?"
test_0550,"Does this image show staghorn calculi in renal pelvis, gout?"
test_0976,"Does this image show heart, papillary muscle, fibrosis, chronic ischemic heart disease?"
test_0390,"Is bone, skull present?"
test_0634,"Does this image show kidney, acute tubular necrosis?"
test_0895,Is band constriction in skin above ankle of infant present?
test_0358,"Does this image show lung, diffuse alveolar damage?"
test_0753,Is hematologic present?
test_0689,Is digital infarcts bacterial endocarditis present?
test_0473,Is cytomegalovirus present?
test_0621,Is hand present?
test_0551,Does digital infarcts bacterial endocarditis show cut surface?
test_0502,Is gastrointestinal present?
test_0384,Do liver with tuberculoid granuloma in glissons head showing mandibular lesion?
test_0372,Is endometritis present?
test_0221,"Is a bile duct undergoing degeneration entrapped in a dense,  onion-skin concentric scar?"
test_0862,Is peritoneum present?
test_0891,Does this image show scleroderma?
test_0586,Is glioma present?
test_0595,Is benign cystic teratoma present?
test_0247,"Is a diagnostic,  binucleate Reed-Sternberg cell surrounded by eosinophils,  lymphocytes,  and histiocytes?"
test_0463,Is female reproductive present?
test_0581,"Does mesentery show thyroid gland, normal?"
test_0459,Does this image show fixed tissue nice close-up of moderate size cortical nodule or adenoma?
test_0673,What does cat scan?
test_0246,Is mononuclear inflammatory cell infiltrate present in subepithelial and perimuscular layers?
test_0389,Is alpha smooth muscle actin immunohistochemical present?
test_0942,Is there present?
test_0850,Does retroperitoneum show view from back typical example?
test_0751,Is cranial artery present?
test_0493,Is lymphangiomatosis present?
test_0476,Does omphalocele show opened abdomen with large lesions typical?
test_0238,"Do necrotic cells show preserved outlines with loss of nuclei, and an inflammatory infiltrate is present (difficult to discern at this magnification)?"
test_0052,Is abscesses due to the presence of melanin?
test_0195,Does the granuloma in the center show several multinucleate giant cells?
test_0498,Is previous slide from this case present?
test_0601,Is infant body present?
test_0867,Is tuberculosis present?
test_0525,Is lymph node present?
test_0484,Is typical tuberculous exudate present?
test_0986,Does this image show epithelial component resembling endometrium?
test_0765,Does this image show iron stain excellent example source unknown?
test_0424,"Does this image show lung, bronchitis and oxygen toxicity with hyaline membranes?"
test_0549,Does lymphangiomatosis generalized show single large lesion quite good?
test_0155,Does gram show regularly spaced stool-filled diverticulae?
test_0282,Are equence of events in the pathogenesis of reversible and irreversible cell injury pale?
test_0969,Where is this in?
test_0454,Does carcinomatosis show typical so-called cortical adenomas?
test_0105,Is the formation of viable new reactive bone surrounding the sequestrum called involucrum?
test_0569,Does this image show hyalin material in pituitary which is amyloid?
test_0687,Is accessory spleens present?
test_0684,Is spleen present?
test_0584,Does feet show vaginal herpes?
test_0566,"Does acute lymphocytic leukemia show thyroid, follicular ademona?"
test_0574,Is chromophobe adenoma present?
test_0690,"Does this image show spleen, hyaline perisplenitis associated with ascites?"
test_0879,"Does this image show heart, right coronary artery, atherosclerosis and acute thrombus?"
test_0701,Does this image show normal pancreas?
test_0837,Does lymphoblastic lymphoma show close-up of bullous skin lesions and peeling of skin?
test_0810,Does parathyroid show glans ulcer probable herpes?
test_0470,Is this great toe present?
test_0925,Is that present?
test_0211,Do apoptosis show apple-green birefringence?
test_0599,Is sacrococcygeal teratoma present?
test_0737,Is gastrointestinal present?
test_0557,Is pituitary present?
test_0899,Does hemisection of nose show thermal burned skin?
test_0746,Is gastrointestinal present?
test_0963,Is cardiovascular present?
test_0098,"Does microscopic appearance of the thickened endocardium,  which contains smooth muscle cells and abundant acid mucopolysaccharides blue-green in this Movat stain?"
test_0357,"Does ap view show lung, mycobacterium tuberculosis, granulomas and giant cells?"
test_0571,Is adrenal present?
test_0183,"Is there wiping out of liver lobules with only collapsed reticulin framework left out in their place, high lighted by reticulin stain right photomicrograph?"
test_0415,Is respiratory present?
test_0588,Is hemorrhagic corpus luteum present?
test_0935,Is notochord present?
test_0979,Is cardiovascular present?
test_0414,Is respiratory present?
test_0730,Is leg present?
test_0628,Is notochord present?
test_0655,"Does this image show kidney, microthrombi, disseminated intravascular coagulation?"
test_0754,Is hematologic present?
test_0486,Does peritoneum show intimal smooth muscle cells with lipid in cytoplasm and precipitated lipid in interstitial space?
test_0564,"Does omentum show pancreas, islet hyalinization, diabetes mellitus?"
test_0471,Is mixed mesodermal tumor present?
test_0645,"Does this image show kidney, diabetic glomerulosclerosis?"
test_0481,Is acute peritonitis present?
test_0564,Is endocrine present?
test_0384,Does case of peritonitis slide show lateral view of infants head showing mandibular lesion?
test_0449,Does side show adrenal phaeochromocytoma?
test_0806,Does this image show enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example?
test_0987,Is cardiovascular present?
test_0915,Is joints present?
test_0601,Does normal newborn show opened uterus with three myomas quite typical?
test_0641,Is urinary present?
test_0585,Is hand present?
test_0654,"Does this image show renal pelvis, squamous metaplasia due to chronic urolithiasis?"
test_0979,Is peritoneum present?
test_0522,"Does this image show lymph node, lymphoma?"
test_0481,Is metastatic carcinoma present?
test_0842,Does abruption show thermal burn?
test_0862,Is papillary intraductal adenocarcinoma present?
test_0731,Does gout show esophagus?
test_0606,"Does this image show breast, fibroadenoma?"
test_0423,"Does acute peritonitis show lung, pulmonary edema and focal pneumonitis?"
test_0366,"Does this image show lung, histoplasma pneumonia?"
test_0621,Is this typical lesion present?
test_0490,Does this image show sarcoplasmic reticulum?
test_0565,Does this image show parathyroid adenoma?
test_0951,"Does this image show testes, testicular atrophy?"
test_0576,Is atrophy present?
test_0447,Is angiogram present?
test_0856,Does this image show close-up view of head anterior view?
test_0593,Is mucinous cystadenocarcinoma present?
test_0624,Does this image show syndactyly?
test_0901,Is lung present?
test_0500,Does this image show duodenal ulcer?
test_0050,Are the upper parts of both lungs present in the putamen and thalamus?
test_0466,Is female reproductive present?
test_0935,Is hepatobiliary present?
test_0312,Is the poorly cohesive tumor in the retina seen abutting the optic nerve?
test_0728,Is close-up of lesion present?
test_0740,Does thyroid show typical infiltrating adenocarcinoma extending to serosal fat?
test_0389,Is metastatic lung carcinoma present?
test_0899,Does this image show thermal burned skin?
test_0743,Is cervix duplication present?
test_0392,Is metastatic malignant ependymoma present?
test_0441,Is endocrine present?
test_0884,"Does infant body show congestive heart failure, three vessel coronary artery disease?"
test_0749,Is the tumor?
test_0975,"Does this image show acute inflammation, rolling leukocytes polymorphonuclear neutrophils?"
test_0967,Is retroperitoneum present?
test_0942,"Does close-up of lesion show liver, cholestasis and cirrhosis in a patient with cystic fibrosis?"
test_0560,Is cardiovascular present?
test_0990,Does retroperitoneum show glioma?
test_0915,Do fixed lesions show well?
test_0644,"Does this image show kidney, polyarteritis nodosa?"
test_0223,"Does the wall of the aneurysm removed at autopsy show a unifocal,  massive neoplasm replacing most of the right hepatic lobe in a noncirrhotic liver?"
test_0756,Is hemorrhage in newborn present?
test_0480,Is tuberculous peritonitis present?
test_0609,Does this image show excellent invasive tumor with marked desmoplastic reaction?
test_0312,"Is the tan-colored,  encapsulated small tumor seen abutting the optic nerve?"
test_0705,Does prostate show cystic fibrosis?
test_0614,Is foot present?
test_0238,Do the necrotic cells show preserved outlines with loss of nuclei?
test_0005,Is there mild epithelial hyperplasia in terminal ducts?
test_0491,Does muscle atrophy show amyloidosis?
test_0370,Is respiratory present?
test_0558,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?
test_0624,Are extremities present?
test_0574,Does iron stain?
test_0557,Is adenoma present?
test_0448,Is lower chest and abdomen anterior present?
test_0734,"Does this image show intestine, leiomyoma?"
test_0690,Is hematologic present?
test_0976,Is cardiovascular present?
test_0910,Does this image show close-up view pale muscle?
test_0879,Is cardiovascular present?
test_0551,Is kidney present?
test_0620,What streptococcus a scepticemia in a patient with scleroderma who was on high dose steroids ?
test_0597,Is krukenberg tumor present?
test_0365,Is digital infarcts bacterial endocarditis present?
test_0858,Does situs inversus show body burns 24 hours prior now anasarca?
test_0761,Is hematologic present?
test_0971,"Does chest and abdomen slide show heart, myocardial infarction, wavey fiber change, necrtosis, hemorrhage, and dissection?"
test_0617,Does this image show typical gangrene?
test_0424,Is respiratory present?
test_0764,Is granulomata slide present?
test_0729,Does cytomegalovirus show carcinoma on peritoneal side of muscularis?
test_0646,Does this image show kidney transplant rejection?
test_0859,Does acid show postmortangiogram of coronary arteries?
test_0541,Is transplant acute rejection present?
test_0456,Is endocrine present?
test_0699,Is pancreas present?
test_0574,Is endocrine present?
test_0746,"Does this image show colon, adenomatous polyp?"
test_0190,"Is the healing stage marked by resorption of hyaline membranes and thickening of alveolar septa by inflammatory cells,  fibroblasts,  and collagen?"
test_0582,Is thyroid present?
test_0486,Does this image show intimal smooth muscle cells with lipid in cytoplasm and precipitated lipid in interstitial space?
test_0316,Are the rugal fold partially lost?
test_0525,Does this image show typical area of caseous necrosis with nearby early granuloma quite good source unknown?
test_0455,Does this image show adrenal phaeochromocytoma?
test_0499,Is gastrointestinal present?
test_0287,Does rest of the hepatic parenchyma in the upper part of the picture show presence of loculi containing gelatinous mucoid material?
test_0193,Does the immunoperoxidase stain show C4d deposition in peritubular capillaries and a glomerulus?
test_0134,"Does the particle have core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?"
test_0942,"Does this image show liver, cholestasis and cirrhosis in a patient with cystic fibrosis?"
test_0610,Does this image show normal breast?
test_0362,Is respiratory present?
test_0273,Was the injurious stimulus removed for postpartum bleeding?
test_0746,Is granulomata slide present?
test_0458,Is photo bloody?
test_0863,Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show normal cardiovascular?
test_0849,Is liver with tuberculoid granuloma in glissons present?
test_0705,Is hearts present?
test_0742,Is normal newborn present?
test_0525,Is immunostain for growth hormone present?
test_0690,"Does side show spleen, hyaline perisplenitis associated with ascites?"
test_0982,Is cardiovascular present?
test_0279,"Was focal anaplasia present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?"
test_0495,Is this photo of infant from head to toe present?
test_0368,"Does opened muscle show lung, infarct, acute and organized?"
test_0453,Is lymphangiomatosis present?
test_0695,"Does this image show islet cell adenoma, non-functional?"
test_0759,Does anomalous origin show epithelial lesion surgical path?
test_0458,Is nodular tumor bloody?
test_0484,Is cachexia present?
test_0363,"Does pinworm show lung, congestion, heart failure cells hemosiderin laden macrophages?"
test_0611,Is normal newborn present?
test_0846,"Does mesothelioma show hand, gunshot entrance wound, intermediate range, powder burns freckling?"
test_0867,Does lateral view show congestive heart failure?
test_0757,Is retroperitoneal leiomyosarcoma present?
test_0438,Is natural color present?
test_0469,Does aorta show shows early placental development?
test_0590,Is normal immature infant present?
test_0749,Is gastrointestinal present?
test_0542,Does this image show prostatic hyperplasia?
test_0463,Is normal ovary present?
test_0603,When does this image show 18 hours?
test_0656,Is musculoskeletal present?
test_0066,Does lower part of the image show a separate encapsulated gelatinous mass?
test_0626,Does this image show nice photo of syndactyly?
test_0532,Is edema present?
test_0986,Is Sacrococcygeal Teratoma present?
test_0574,Is atrophy present?
test_0728,"Does medial aspect show tongue, herpes ulcer?"
test_0582,Is granulomata slide present?
test_0765,Does infant body show iron stain excellent example source unknown?
test_0482,Is abdomen present?
test_0378,Is basilar skull fracture present?
test_0574,Is pituitary present?
test_0148,"Is an area of central necrosis surrounded by multiple multinucleate giant cells,  epithelioid cells,  and lymphocytes?"
test_0750,"Does this image show colon, regional enteritis?"
test_0605,Is adrenal of premature 30 week gestation gram infant lesion present?
test_0957,Is testicle present?
test_0165,Does the surrounding lung show an irreversibly sickled cell in the center?
test_0869,Is breast present?
test_0754,Is wonder present?
test_0865,Does this image show coronary artery atherosclerosis?
test_0105,Is the cyst wall beginning of reactive woven bone formation by the periosteum?
test_0973,Is cardiovascular present?
test_0424,"Does diagnosis show lung, bronchitis and oxygen toxicity with hyaline membranes?"
test_0629,Does this image show simian crease?
test_0386,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?
test_0362,"Does cysticercosis show lung, cryptococcal pneumonia?"
test_0553,Does retroperitoneal leiomyosarcoma show herpes zoster?
test_0466,"Does this image show uterus, leiomyomas?"
test_0385,Does pus in test tube show right side atresia left was patent hemisection of nose?
test_0487,Is cardiovascular present?
test_0460,Is amyloidosis present?
test_0112,Did haphazard crypt organization result in acute adrenal insufficiency?
test_0472,"Does fallopian tube show cervix, severe dysplasia to carcinoma in situ?"
test_0421,"Does hypospadias show lung, asbestosis and mesothelioma?"
test_0568,Does myocardial infarct show primary in stomach?
test_0614,Does this image show good close-up of gangrene?
test_0938,Is hepatobiliary present?
test_0464,Is history present?
test_0556,Is this partially fixed gross present?
test_0479,Is abdomen present?
test_0579,Is endocrine present?
test_0452,Does this image show fixed tissue close-up excellent except for color?
test_0356,Is case of dic not bad photo present?
test_0764,Does opened muscle show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?
test_0458,Is stillborn cord around neck present?
test_0360,"Does this image show lung, pneumocystis pneumonia?"
test_0989,Is cardiovascular present?
test_0586,Does this image show opened uterus with polypoid mass?
test_0559,Does this image show coronary artery atherosclerosis diagram?
test_0810,Does this image show glans ulcer probable herpes?
test_0851,Is tuberculous peritonitis present?
test_0105,Does the abscess expand further causing necrosis of the cortex called sequestrum?
test_0492,Is this image present?
test_0964,"Does this image show atherosclerosis, right coronary artery?"
test_0753,Is angiogram present?
test_0985,Is Notochord present?
test_0608,Is opened muscle present?
test_0734,Is gastrointestinal present?
test_0189,Are bile duct cells and canals of hering typical?
test_0212,Is the glomerulus result for the AML shown in the figure?
test_0426,Is respiratory present?
test_0427,"Does this image show trachea, necrotizing tracheitis?"
test_0612,Does slide show childs hands with obvious clubbing?
test_0750,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?
test_0755,Is opened muscle present?
test_0386,Is Face present?
test_0839,Does this image show verruca vulgaris?
test_0202,Does thrombus in the left and right ventricular apices overlie white fibrous scar?
test_0599,Is gangrene present?
test_0475,Is subdiaphragmatic abscess present?
test_0686,Is hematologic present?
test_0917,Does this protocol show excised spinal column grossly deformed?
test_0371,"Does this image show lung, multinucleated foreign body giant cell?"
test_0357,"Does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?"
test_0479,Is peritoneum present?
test_0959,"Does this image show prostate, normal histology?"
test_0918,Does this image show close-up very pale muscle?
test_0850,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?
test_0731,Is coronary artery anomalous origin left from pulmonary artery present?
test_0467,"Does this image show cervix, squamous metaplasia?"
test_0940,Is hepatobiliary present?
test_0427,"Does color show trachea, necrotizing tracheitis?"
test_0762,Is this photo present?
test_0428,"Does this image show lung, bronchopneumonia, cystic fibrosis?"
test_0209,Is a distinctive lacunar cell with a multilobed nucleus containing many small nucleoli seen lying within a clear space created by retraction of its cytoplasms?
test_0389,Does this image show dr garcia tumors b4?
test_0972,Is beckwith-wiedemann syndrome present?
test_0181,Is granulomatous host response prominent hooding with prolapse of the posterior mitral leaflet into the left atrium?
test_0483,Is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?
test_0601,Does this image show opened uterus with three myomas quite typical?
test_0437,Is endocrine present?
test_0482,Is this section showing liver with tumor mass in hilar area tumor present?
test_0483,Is acute peritonitis present?
test_0388,Does wound look more like a gunshot wound?
test_0686,Does splenomegaly with cirrhosis show cut surface multiple nodular lesions?
test_0436,Is metastatic malignant melanoma present?
test_0680,Is hematologic present?
test_0391,Does anencephaly show view of petrous portion temporal bone rather close-up 22yo man 37 foot fall?
test_0458,Is notochord shown well?
test_0589,Is this typical lesion present?
test_0487,Is chronic ischemia present?
test_0906,Is joints present?
test_0502,"Does this image show colon, amebic colitis?"
test_0360,Is fibroma present?
test_0036,Are areas of necrosis and inflammatory infiltrate also included?
test_0562,"Does this image show pituitary, chromaphobe adenoma?"
test_0746,"Does notochord show colon, adenomatous polyp?"
test_0286,Is the aorta with mild atherosclerosis composed of fibrous plaques?
test_0421,Is respiratory present?
test_0105,Is an asbestos body called involucrum?
test_0477,Is abdomen present?
test_0534,Does rocky mountain show good example necrotizing granuloma with giant cells?
test_0488,Is vasculature present?
test_0573,Does this image show hashimoto 's thyroiditis?
test_0476,Is omphalocele present?
test_0219,Does the subcutaneous tissue show masses or nodules of calcium salt surrounded by foreign body giant cells?
test_0873,"Does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?"
test_0072,"Did periodic acid-schiff demonstrate sheets of plump,  proliferating spindle cells and slitlike vascular spaces?"
test_0618,Is feet present?
test_0380,Does hematoma show stenotic foramen magnum in situs excellent example?
test_0932,Does vasculitis foreign body show cholangiocarcinoma?
test_0612,Are extremities present?
test_0682,Is female reproductive a thymus?
test_0861,Does this image show x-ray postmortdissected arteries extensive lesions?
test_0423,Is respiratory present?
test_0848,Does this image show conjoined twins at head and chest?
test_0859,Is myocardial infarct present?
test_0450,"Does typical tuberculous exudate show adrenal, pheochromocytoma?"
test_0702,Does this image show islet cell carcinoma?
test_0490,Is cardiovascular present?
test_0893,Does linear fracture in occiput show thermal burned skin?
test_0420,Is respiratory present?
test_0730,Is sarcoidosis present?
test_0883,"Does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?"
test_0181,"Is the surrounding lung dilated,  reflecting long-standing valvular insufficiency and volume overload?"
